courseID|courseURL|word
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|aptos
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|estas
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|quesos
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|horno
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|pandebonos
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|fundamentos
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|mermeladas
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|oriente
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|dictadas
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|europea
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|harina
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|ofrecer
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|tartas
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|reemplazar
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|moreno
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|granos
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|chocolate
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|institut
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|hacer
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|aplicadas
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|incluyendo
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|madre
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|vegetales
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|culinary
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|dividen
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|pancakes
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|ganache
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|conocer
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|quieran
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|funciones
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|bizcocho
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|mariano
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|tradicionales
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|cumplido
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|sustenta
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|amasijos
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|cinco
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|lista
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|perfeccionamiento
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|cocineras
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|nociones
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|componente
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|participante
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|masas
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|amplia
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|partir
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|taller
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|prefermentos
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|cuenta
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|gerente
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|colombianos
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|clase
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|turismo
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|sesiones
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|sustituir
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|cordon
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|salto
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|restaurantes
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|ingredientes
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|capacidad
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|proyecto
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|quien
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|frutas
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|tradicional
reposteria-j-colombia|https://educacionvirtual.javeriana.edu.co/reposteria-j-colombia|dentro
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|facultad
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|elisa
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|busquets
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|administrativo
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|dedicadas
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|aspectos
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|acerca
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|redes
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|reitera
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|participativas
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|desarrollar
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|comunitarias
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|familia
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|faciliten
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|cambios
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|necesidad
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|asistencia
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|plataforma
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|departamento
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|foros
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|estrategia
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|cursos
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|editorial
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|instituciones
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|montoya
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|institucionales
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|orientaciones
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|expertos
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|soraya
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|discapacidad
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|interdisciplinario
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|horario
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|cuidadoras
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|pertuz
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|cuidados
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|sondas
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|habitantes
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|documentos
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|dispositivos
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|carmen
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|orientada
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|cecilia
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|brindar
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|latina
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|hayan
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|esperado
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|igual
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|programadas
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|marisol
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|requieren
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|generales
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|vejez
